"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","axonogenesis","46/889","454/17512",0.101321585903084,1.9958870779919,4.97193704256141,6.43579717482838e-06,0.00176412351447796,0.00163943464874575,"ADARB1/OLFM1/SEMA4D/RAB10/UNC5D/CHODL/CTNNA2/EPHB3/NTNG1/FSTL4/FYN/SLITRK5/AUTS2/GSK3B/IFRD1/APP/MAP1B/MAPT/MATN2/ARK2C/ATP8A2/PLXNA1/POU4F1/POU4F2/YTHDF1/FEZF2/PARD3/DSCAML1/ADGRB1/SEMA6A/DIP2B/ISLR2/PTPRJ/PTPRM/PTPRO/RAC1/BCL2/ROBO1/CXCL12/BMPR1B/SLIT3/USP9X/MAP3K13/DCLK1/NRXN1/MYOT",46
"GO:0043269","regulation of monoatomic ion transport","47/889","474/17512",0.0991561181434599,1.95323052972809,4.86552220906718,9.08556908580378e-06,0.00235937883522925,0.00219261711566544,"WWP2/LRRC38/UBR3/DPP6/FGF12/FYN/GRIN1/HTT/KCNIP1/HPCA/HTR1A/HTR2A/IL16/KCNJ10/KCNQ1/ATP1B1/PDE4B/ATP8B1/PLCG1/TESC/CHD7/SCN3B/PRKD1/PSEN2/JPH1/BCL2/RYR2/CXCL12/WNK2/SLC8A1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/KCNAB1/AHNAK/CALCA/KCNIP4/CASR/UBASH3B/KCNAB2/CAV3/CLDN10/HOMER2/ATG5/NOS1AP",47
"GO:1903169","regulation of calcium ion transmembrane transport","24/889","176/17512",0.136363636363636,2.68616422947132,5.19916270537188,9.76924645966168e-06,0.00241007310159854,0.00223972829359402,"UBR3/FYN/GRIN1/HTT/HPCA/ATP1B1/PDE4B/PLCG1/CHD7/PRKD1/PSEN2/JPH1/BCL2/RYR2/SLC8A1/CACNA1C/CACNA2D1/CACNB2/CACNB4/AHNAK/CALCA/UBASH3B/ATG5/NOS1AP",24
"GO:0001508","action potential","24/889","177/17512",0.135593220338983,2.67098816037826,5.16713412716345,1.07695446771448e-05,0.00245349186735235,0.00228007820582997,"FGF12/KCNV1/GLRA1/GNAQ/CTNNA3/KCNA3/KCNA4/KCNC3/KCNQ1/MTNR1B/ATP1B1/SCN3B/GJD2/RYR2/SLC8A2/SLC8A1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/KCNAB2/CAV3/NOS1AP",24
"GO:0006874","intracellular calcium ion homeostasis","34/889","301/17512",0.112956810631229,2.225083990747,4.95789942091524,1.09397691693862e-05,0.00245349186735235,0.00228007820582997,"ADCY8/PLCH1/PACS2/MICU3/HTT/HTR2A/APP/ITPR1/ATP1B1/ATP2B2/PLCG1/CHD7/PRKD1/JPH1/SLC24A3/TRPV4/BCL2/RYR2/CXCL12/SLC8A2/SLC8A1/CACNA1C/CACNB2/CACNB4/TRPM8/CALB1/CALCA/CSRP3/CASR/UBASH3B/CAV3/TRPA1/ATG5/OSBPL2",34
"GO:0007605","sensory perception of sound","23/889","167/17512",0.137724550898204,2.71297225571354,5.1436696032236,1.26197162748201e-05,0.00270720348260705,0.00251585739556596,"USH1C/GJB6/MYO3B/GRM7/ESPNL/LHFPL4/KCNQ1/MBP/MYO6/MYO7A/MYO7B/ATP2B2/ROR1/ATP8B1/POU4F2/SOBP/CHD7/BARHL1/CLRN1/CACNA1D/LARGE1/HOMER2/RIPOR2",23
"GO:0051924","regulation of calcium ion transport","30/889","255/17512",0.117647058823529,2.31747502150466,4.90096366508668,1.62373904394282e-05,0.00333813685117245,0.0031021961734276,"UBR3/FYN/GRIN1/HTT/HPCA/IL16/ATP1B1/PDE4B/PLCG1/CHD7/PRKD1/PSEN2/JPH1/BCL2/RYR2/CXCL12/SLC8A1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CACNB4/AHNAK/CALCA/CASR/UBASH3B/CAV3/HOMER2/ATG5/NOS1AP",30
"GO:0003015","heart process","30/889","260/17512",0.115384615384615,2.27290819416804,4.78206729654434,2.36450889052845e-05,0.00466659474634695,0.00433675820090187,"DNM1L/CELF2/HBEGF/EDNRB/FGF12/FYN/GNAO1/CTNNA3/KCNIP1/KCNQ1/ATP1B1/ATP2B2/PDE4B/RNLS/SCN3B/MAP2K6/RYR2/SGCD/SLC8A2/SLC8A1/TH/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CSRP3/SPX/CAV3/ATG5/NOS1AP",30
"GO:0030534","adult behavior","21/889","151/17512",0.139072847682119,2.73953173071909,4.9646097089714,2.56165287434744e-05,0.00486122895462703,0.00451763559540787,"FGF12/CNTNAP2/SLITRK5/ABHD12/GHSR/GLRA1/HTRA2/HTR2A/APP/KCNJ10/OPRM1/PRKN/PPARA/CHD7/KLHL1/CXCL12/TMOD1/CACNB4/SHANK3/NRXN1/HOMER2",21
"GO:0030048","actin filament-based movement","20/889","140/17512",0.142857142857143,2.81407681182709,4.98363734550516,2.67092202812621e-05,0.00488086269880545,0.00453588161969504,"WASF2/FGF12/LIMCH1/CTNNA3/KCNQ1/MYH9/MYO1C/MYO6/MYO7A/MYO7B/PDE4B/SCN3B/RYR2/SGCD/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CAV3/NOS1AP",20
"GO:0060047","heart contraction","29/889","251/17512",0.115537848605578,2.27592666454542,4.70848563756154,3.13742714866093e-05,0.00552859483981894,0.00513783182690489,"DNM1L/CELF2/HBEGF/EDNRB/FGF12/GNAO1/CTNNA3/KCNIP1/KCNQ1/ATP1B1/ATP2B2/PDE4B/RNLS/SCN3B/MAP2K6/RYR2/SGCD/SLC8A2/SLC8A1/TH/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CSRP3/SPX/CAV3/ATG5/NOS1AP",29
"GO:0090066","regulation of anatomical structure size","47/889","500/17512",0.094,1.85166254218223,4.4681373389564,3.5735220038462e-05,0.00592201919667719,0.0055034488129042,"USH1C/OLFM1/SEMA4D/PLEKHH2/MYO3B/DNM1/AGTR1/EDNRB/EGFR/FSTL4/DAAM2/RICTOR/GSK3B/HCLS1/HTR1A/HTR2A/FMN1/IFRD1/ITGA9/MAP1B/MAPT/MTNR1B/NEB/NPHS1/POU4F2/PRKD1/BAIAP2L1/RAB22A/RPTOR/DIP2B/ISLR2/RAC1/TRPV4/RDX/CXCL12/SLC8A1/TMOD1/CALCA/BAIAP2L2/CASR/SHANK3/CAV3/PEX11A/MYADM/MAP3K13/ATG5/DOCK4",47
"GO:0016049","cell growth","46/889","486/17512",0.0946502057613169,1.86447064487309,4.46954920267924,3.64598867870888e-05,0.00592201919667719,0.0055034488129042,"OLFM1/SEMA4D/TRIM40/HBEGF/AGTR1/EGFR/FSTL4/RICTOR/AUTS2/GDF2/GSK3B/IFRD1/APP/SMAD3/MAP1B/MAPT/PRKN/PLXNA1/POU4F2/INO80/PPARA/PRR5/PRKCZ/PAK5/RPTOR/DIP2B/ISLR2/PTPRJ/RB1/BCL2/CXCL12/SOX17/SLIT3/CAPRIN2/TSG101/COL14A1/CDC73/USP9X/SORBS2/CAV3/SPAG9/CTDP1/MAP3K13/DCLK1/ACVRL1/SPAG6",46
"GO:1901890","positive regulation of cell junction assembly","17/889","110/17512",0.154545454545455,3.04431946006749,4.9739014392989,3.81742946433889e-05,0.00592201919667719,0.0055034488129042,"SEMA4D/CBLN2/EPHB3/NLGN1/IQSEC2/CNTNAP2/SLITRK5/GDF2/FMN1/LRRTM1/SMAD3/ADGRB1/PTPRJ/RAC1/NRXN1/ACVRL1/MAP4K4",17
"GO:0035418","protein localization to synapse","15/889","89/17512",0.168539325842697,3.31997826114432,5.07421777740763,3.84079072342258e-05,0.00592201919667719,0.0055034488129042,"GPC6/OLFM1/DLG2/NLGN1/IQSEC2/GHSR/LRRTM1/LHFPL4/MAPT/NPHS1/PRKCZ/BSN/CACNA2D2/NRXN1/ARHGAP44",15
"GO:0035249","synaptic transmission, glutamatergic","17/889","111/17512",0.153153153153153,3.01689315862544,4.92956878312992,4.29840710713993e-05,0.0064267698989783,0.00597252355939443,"EGFR/NLGN1/IQSEC2/GRID1/GRIK1/GRIN1/NR3C1/GRM3/GRM4/GRM7/GRM8/HTR2A/PRKN/CACNG8/CACNB4/SHANK3/NRXN1",17
"GO:0048588","developmental cell growth","27/889","231/17512",0.116883116883117,2.30242648240399,4.60814806601753,4.75351623086145e-05,0.00689819090678541,0.00641062436583048,"OLFM1/SEMA4D/FSTL4/AUTS2/GSK3B/IFRD1/APP/MAP1B/MAPT/PRKN/PLXNA1/POU4F2/PPARA/PRKCZ/DIP2B/ISLR2/CXCL12/SLIT3/COL14A1/USP9X/SORBS2/CAV3/SPAG9/CTDP1/MAP3K13/DCLK1/SPAG6",27
"GO:1902473","regulation of protein localization to synapse","8/889","28/17512",0.285714285714286,5.62815362365419,5.6678459139265,5.35321529335398e-05,0.00698921373383334,0.00649521366769313,"GPC6/OLFM1/IQSEC2/GHSR/MAPT/PRKCZ/CACNA2D2/ARHGAP44",8
"GO:1902683","regulation of receptor localization to synapse","8/889","28/17512",0.285714285714286,5.62815362365419,5.6678459139265,5.35321529335398e-05,0.00698921373383334,0.00649521366769313,"GPC6/OLFM1/IQSEC2/GHSR/ZDHHC3/PRKCZ/CACNA2D2/ARHGAP44",8
"GO:0009612","response to mechanical stimulus","26/889","220/17512",0.118181818181818,2.32800899887514,4.58396609726402,5.40895506558373e-05,0.00698921373383334,0.00649521366769313,"CDH2/PKD1L2/EGFR/PHF24/FYN/CNTNAP2/ABHD12/HTT/HTR2A/IL1B/KCNQ1/MAP1B/ATP8A2/TRPV4/RYR2/CXCL12/PIEZO2/SLC8A1/STAT1/CALB1/CSRP3/SHANK3/CAV3/TRPA1/LARGE1/NRXN1",26
"GO:0022898","regulation of transmembrane transporter activity","24/889","195/17512",0.123076923076923,2.42443540711257,4.62567791484752,5.4121118661618e-05,0.00698921373383334,0.00649521366769313,"WWP2/LRRC38/GSG1L/DAPK1/FGF12/NLGN1/HTT/HPCA/KCNQ1/ATP1B1/OPRM1/TESC/SCN3B/JPH1/CACNG8/BCL2/WNK2/CACNA1D/CACNB2/CACNB4/KCNAB1/AHNAK/CAV3/NOS1AP",24
"GO:0019722","calcium-mediated signaling","27/889","233/17512",0.11587982832618,2.28266316495846,4.55809038985404,5.52451024765911e-05,0.00698921373383334,0.00649521366769313,"CDH13/C10orf71/AGTR1/EDNRB/CAMTA1/GRIK1/GRIN1/GSK3B/HTT/HPCA/APP/ITPR1/MAPT/ATP1B1/PLCG1/TPCN1/PRKD1/PTPRJ/RYR2/SGCD/SLC8A2/SLC8A1/CACNA1C/TRPM8/MCTP1/TRPA1/HOMER2",27
"GO:0051481","negative regulation of cytosolic calcium ion concentration","6/889","15/17512",0.4,7.87941507311586,6.16406201375552,5.67183522829455e-05,0.00699620875410132,0.00650171427748712,"SMAD3/MTNR1B/OPRM1/BCL2/SLC8A1/CALCA",6
"GO:0009581","detection of external stimulus","19/889","137/17512",0.138686131386861,2.7319139852044,4.70625926116338,6.37017368109267e-05,0.00766596022988079,0.00712412748519632,"CDH2/NR2E3/PKD1L2/PHF24/FYN/GNAQ/GUCA1A/HTR2A/KCNQ1/PDE6B/ATP8A2/CXCL12/PIEZO2/CACNB4/CALCA/CSRP3/CAV3/TRPA1/CACNA2D4",19
"GO:0060402","calcium ion transport into cytosol","8/889","29/17512",0.275862068965517,5.43407936076956,5.52644858620749,7.0656322271363e-05,0.00810557100398804,0.00753266641635311,"GRIN1/JPH1/BCL2/RYR2/SLC8A1/CACNA1C/CACNA2D1/CALCA",8
"GO:0032412","regulation of monoatomic ion transmembrane transporter activity","23/889","186/17512",0.123655913978495,2.43584068120517,4.55266005583996,7.14400775360468e-05,0.00810557100398804,0.00753266641635311,"WWP2/LRRC38/GSG1L/DAPK1/FGF12/NLGN1/HTT/HPCA/KCNQ1/ATP1B1/OPRM1/TESC/SCN3B/JPH1/CACNG8/WNK2/CACNA1D/CACNB2/CACNB4/KCNAB1/AHNAK/CAV3/NOS1AP",23
"GO:0050806","positive regulation of synaptic transmission","22/889","174/17512",0.126436781609195,2.49061970701938,4.56976256338096,7.29261031534787e-05,0.00810557100398804,0.00753266641635311,"MIR541/ADCY8/EGFR/NLGN1/IQSEC2/MICU3/GRIN1/GSK3B/LRRTM1/APP/ZDHHC3/YTHDF1/PRKCZ/GPR158/RASGRF2/CACNG8/SLC8A2/SLC18A3/CALB1/SHANK3/LARGE1/NRXN1",22
"GO:0086012","membrane depolarization during cardiac muscle cell action potential","7/889","22/17512",0.318181818181818,6.26771653543307,5.71729346106049,7.39259617307381e-05,0.00810557100398804,0.00753266641635311,"SCN3B/SLC8A1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CAV3",7
"GO:0009582","detection of abiotic stimulus","19/889","139/17512",0.136690647482014,2.69260587030938,4.6331619937174,7.77770689797617e-05,0.00834243605100313,0.00775278975917258,"CDH2/NR2E3/PKD1L2/PHF24/FYN/GNAQ/GUCA1A/HTR2A/KCNQ1/PDE6B/ATP8A2/CXCL12/PIEZO2/CACNB4/CALCA/CSRP3/CAV3/TRPA1/CACNA2D4",19
"GO:0007626","locomotory behavior","25/889","213/17512",0.117370892018779,2.31203493929456,4.45529386554938,8.36283335095116e-05,0.00877919569225383,0.00815867907653824,"ADCY8/FGF12/GAD1/ABHD12/GHSR/GLRA1/HTRA2/GNAO1/LRRTM1/APP/KCNJ10/BSX/PRKN/FEZF2/SOBP/CHD7/PAK5/KLHL1/CXCL12/SLC18A2/TH/TMOD1/CACNB4/CALB1/LARGE1",25
"GO:0007214","gamma-aminobutyric acid signaling pathway","8/889","30/17512",0.266666666666667,5.25294338207724,5.39145919491978,9.20916082921977e-05,0.00946624990236882,0.00879717205528099,"PHF24/GABRA2/GABRA5/GABRB3/GABRG3/HTR1A/CACNB4/GABBR2",8
"GO:0023061","signal release","45/889","491/17512",0.0916496945010183,1.80536496074447,4.18593608644462,9.47097891288114e-05,0.00953669590941949,0.00886263891396568,"ADCY8/C1QTNF3/ADCYAP1/CPE/SYT9/SLC30A8/AGTR1/EDNRB/EGFR/NLGN1/GALR1/GHSR/GNAO1/GNAZ/MICU3/GRM4/HTR1A/HTR2A/IL1B/ITPR1/KCNQ1/MTNR1B/OPRM1/PRKN/CHD7/PRKD1/MAP2K6/PSMD9/GPR158/PTPRN/TRPV4/CXCL12/SLC18A2/SLC18A3/SOX11/SYN2/CACNB4/MCTP1/WLS/DNAJC5/NR0B2/CASR/PDE8B/NRXN1/OSBPL2",45
"GO:0031032","actomyosin structure organization","25/889","215/17512",0.116279069767442,2.29052763753368,4.40304170446474,9.73111049001241e-05,0.00956483254806824,0.00888878684517425,"WASF2/SORBS1/LDB3/CNN1/MYOM3/PHACTR1/LIMCH1/EPB41L3/FRMD3/SMAD3/MET/MYH9/NEB/EPB41L4B/PRKD1/RAC1/TMOD1/SYNPO2L/CSRP3/OBSCN/CAV3/MYOM1/PDLIM1/CDC42BPB/ARHGEF10",25
"GO:0050982","detection of mechanical stimulus","11/889","56/17512",0.196428571428571,3.86935561626225,4.97344907290296,9.88663275134739e-05,0.00956483254806824,0.00888878684517425,"CDH2/PKD1L2/PHF24/FYN/HTR2A/KCNQ1/CXCL12/PIEZO2/CSRP3/CAV3/TRPA1",11
"GO:0097120","receptor localization to synapse","13/889","76/17512",0.171052631578947,3.36948670889823,4.78728513248148,0.000106437772493904,0.0100993071054793,0.00938548455432075,"GPC6/OLFM1/DLG2/NLGN1/IQSEC2/GHSR/LHFPL4/ZDHHC3/PRKCZ/CACNG8/CACNA2D2/NRXN1/ARHGAP44",13
"GO:0048813","dendrite morphogenesis","19/889","143/17512",0.132867132867133,2.61728822358744,4.49075836381433,0.000114410024374701,0.0106509256653731,0.00989811452187089,"SEMA4D/LZTS1/CTNNA2/EPHB3/PHACTR1/NLGN1/HECW1/FYN/SLITRK5/GSK3B/RERE/KIF1A/DOCK10/RAP2A/SDC2/CAPRIN2/SHANK3/DCLK1/ARHGAP44",19
"GO:0051966","regulation of synaptic transmission, glutamatergic","13/889","77/17512",0.168831168831169,3.3257271412502,4.72982203171392,0.000122199067884531,0.0111653740915236,0.010376201553704,"EGFR/NLGN1/IQSEC2/GRIK1/GRIN1/GRM3/GRM4/GRM7/GRM8/HTR2A/CACNG8/SHANK3/NRXN1",13
"GO:0032535","regulation of cellular component size","35/889","356/17512",0.098314606741573,1.93665398566752,4.12902790297409,0.000146133707348383,0.0131095220373985,0.012182936444202,"USH1C/OLFM1/SEMA4D/PLEKHH2/MYO3B/DNM1/FSTL4/DAAM2/RICTOR/GSK3B/HCLS1/FMN1/IFRD1/MAP1B/MAPT/NEB/NPHS1/POU4F2/PRKD1/BAIAP2L1/RAB22A/RPTOR/DIP2B/ISLR2/RAC1/TRPV4/RDX/CXCL12/TMOD1/BAIAP2L2/SHANK3/CAV3/PEX11A/MYADM/MAP3K13",35
"GO:0050953","sensory perception of light stimulus","25/889","221/17512",0.113122171945701,2.22834136683141,4.24968569823306,0.000151140021072225,0.0131426195770361,0.012213694638186,"NR2E3/USH1C/CNGA3/MYO3B/CNNM4/GLRA1/GRM8/GUCA1A/LRIT3/KCNJ10/ELFN1/MYO7A/OPA1/SIX6/PDE6B/ATP8A2/GJD2/RABGGTB/SFRP5/TH/CLRN1/CACNB2/CACNB4/SOX14/CACNA2D4",25
"GO:0032970","regulation of actin filament-based process","37/889","385/17512",0.0961038961038961,1.8931062188655,4.09774077632085,0.000151830019434751,0.0131426195770361,0.012213694638186,"WASF2/PLEKHH2/MYO3B/CTNNA2/LIMCH1/DAAM2/ARFIP2/RICTOR/ARHGEF26/CTNNA3/HCLS1/FMN1/SMAD3/MET/MYH9/NEB/NPHS1/PRKN/PDE4B/BCAS3/PRKD1/BAIAP2L1/RAC1/RDX/RYR2/CXCL12/TMOD1/CACNA1C/SYNPO2L/BAIAP2L2/CSRP3/SHANK3/CAV3/MYADM/ARHGEF10/MTSS1/ARHGAP44",37
"GO:0051480","regulation of cytosolic calcium ion concentration","11/889","59/17512",0.186440677966102,3.6726087205201,4.75530081016197,0.000161715063307001,0.0137569331440818,0.0127845883079001,"ADCY8/ITPR1/ATP2B2/RYR2/SLC8A2/CACNB2/CACNB4/CALB1/CALCA/CAV3/OSBPL2",11
"GO:0046847","filopodium assembly","12/889","69/17512",0.173913043478261,3.42583264048516,4.66902761293512,0.000165177472528441,0.0138133160924632,0.0128369860898107,"MYO3B/SPATA13/FGD2/NLGN1/DAAM2/ZMYND8/GPM6A/MYO10/NRXN1/SPAG6/RIPOR2/ARHGAP44",12
"GO:0098696","regulation of neurotransmitter receptor localization to postsynaptic specialization membrane","6/889","18/17512",0.333333333333333,6.56617922759655,5.46387216373367,0.000184482409848539,0.0151121716926043,0.0140440381227966,"GPC6/OLFM1/IQSEC2/GHSR/PRKCZ/CACNA2D2",6
"GO:0008016","regulation of heart contraction","24/889","211/17512",0.113744075829384,2.2405919639192,4.19262713012437,0.000186945544029596,0.0151121716926043,0.0140440381227966,"CELF2/HBEGF/EDNRB/GNAO1/CTNNA3/KCNIP1/KCNQ1/ATP1B1/ATP2B2/PDE4B/RNLS/SCN3B/RYR2/SLC8A2/SLC8A1/TH/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CSRP3/SPX/CAV3/NOS1AP",24
"GO:0003012","muscle system process","42/889","462/17512",0.0909090909090909,1.79077615298088,3.98349257702828,0.000191208125980919,0.0151121716926043,0.0140440381227966,"CNN1/EDNRB/FGF12/GHSR/GLRA1/GNAO1/CTNNA3/KCNIP1/HTR2A/IL1B/JARID2/KCNQ1/SMAD3/ATP1B1/PDE4B/ATP8A2/PPARA/SCN3B/PRKD1/MAP2K6/TRPV4/RYR2/SGCD/SLC8A1/TMOD1/COL14A1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CALCA/CSRP3/SPX/PABPN1/SORBS2/CAV3/CTDP1/LARGE1/MYOT/NOS1AP/DOCK4/HDAC4",42
"GO:0001558","regulation of cell growth","38/889","404/17512",0.0940594059405941,1.8528327523416,4.01057446666602,0.000192960441149994,0.0151121716926043,0.0140440381227966,"OLFM1/SEMA4D/TRIM40/HBEGF/AGTR1/EGFR/FSTL4/RICTOR/GDF2/GSK3B/IFRD1/SMAD3/MAP1B/MAPT/PRKN/POU4F2/INO80/PPARA/PRR5/PAK5/RPTOR/DIP2B/ISLR2/PTPRJ/RB1/BCL2/CXCL12/SOX17/SLIT3/CAPRIN2/TSG101/COL14A1/CDC73/CAV3/SPAG9/CTDP1/MAP3K13/ACVRL1",38
"GO:0016358","dendrite development","26/889","238/17512",0.109243697478992,2.15194109139719,4.13784238055589,0.000198069967721409,0.0152699565740224,0.0141906707137246,"SEMA4D/LZTS1/CTNNA2/EPHB3/PHACTR1/NLGN1/HECW1/FSTL4/ZMYND8/FYN/SLITRK5/GSK3B/APP/MAP1B/MATN2/RERE/KIF1A/FEZF2/DOCK10/KLHL1/RAP2A/SDC2/CAPRIN2/SHANK3/DCLK1/ARHGAP44",26
"GO:0050905","neuromuscular process","21/889","174/17512",0.120689655172414,2.37740972033668,4.22269700634635,0.00020432581918889,0.0155099014135075,0.0144136561682074,"USH1C/ADARB1/CTNNA2/FGF12/CAMTA1/CNTNAP2/GLRA1/APP/ITPR1/MYO7A/PRKN/ATP8A2/POU4F1/POU4F2/PRKD1/CLRN1/SHANK3/CAV3/PDE8B/LARGE1/NRXN1",21
"GO:0001764","neuron migration","22/889","187/17512",0.117647058823529,2.31747502150466,4.18869003636997,0.000210973837508155,0.0155364912576901,0.0144383666329226,"UNC5D/CTNNA2/PHACTR1/NTNG1/FYN/AUTS2/GPM6A/MAP1B/MATN2/PLXNA1/POU4F1/FEZF2/BARHL1/SEMA6A/RAC1/CXCL12/SOX1/USP9X/SOX14/KIRREL3/DCLK1/LARGE1",22
"GO:0097553","calcium ion transmembrane import into cytosol","22/889","187/17512",0.117647058823529,2.31747502150466,4.18869003636997,0.000210973837508155,0.0155364912576901,0.0144383666329226,"PLCH1/FYN/GRIN1/HTT/HTR2A/ITPR1/PLCG1/CHD7/PRKD1/JPH1/TRPV4/BCL2/RYR2/SLC8A2/SLC8A1/CACNA1A/CACNA1C/CACNA1D/CACNA2D1/CALCA/UBASH3B/ATG5",22
"GO:1902905","positive regulation of supramolecular fiber organization","21/889","176/17512",0.119318181818182,2.3503937007874,4.16383911127348,0.000239602145084638,0.0173852497624648,0.0161564542413109,"WASF2/LIMCH1/RICTOR/FMN1/APP/SMAD3/MAP1B/MAPT/MET/NPHS1/PRKD1/BAIAP2L1/RAC1/RB1/TRPV4/TNXB/SYNPO2L/BAIAP2L2/CAV3/ARHGEF10/MTSS1",21
"GO:0086002","cardiac muscle cell action potential involved in contraction","11/889","62/17512",0.17741935483871,3.49490184694655,4.55096238216469,0.000255627791494067,0.0182792394671265,0.0169872564416195,"FGF12/CTNNA3/KCNQ1/SCN3B/RYR2/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CAV3/NOS1AP",11
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","16/889","117/17512",0.136752136752137,2.69381711901397,4.25107614662267,0.000277603511951954,0.0195670818281563,0.0181840736550784,"GPC6/OLFM1/GSG1L/DLG2/IQSEC2/GHSR/GRID1/HIP1/HPCA/LHFPL4/PRKCZ/RAP2A/CACNG8/CACNA2D2/ATG5/ARHGAP44",16
"GO:0007601","visual perception","24/889","217/17512",0.110599078341014,2.17864011238227,4.04019617424594,0.000285621861376633,0.019848707944117,0.0184457943388675,"NR2E3/CNGA3/MYO3B/CNNM4/GLRA1/GRM8/GUCA1A/LRIT3/KCNJ10/ELFN1/MYO7A/OPA1/SIX6/PDE6B/ATP8A2/GJD2/RABGGTB/SFRP5/TH/CLRN1/CACNB2/CACNB4/SOX14/CACNA2D4",24
"GO:0051963","regulation of synapse assembly","20/889","166/17512",0.120481927710843,2.37331779310719,4.11128015568026,0.000293460016917278,0.0199531557009491,0.0185428596917915,"SEMA4D/LZTS1/LRFN5/CBLN2/EPHB3/NLGN1/IQSEC2/SLITRK5/GHSR/LRRTM1/APP/LHFPL4/MAP1B/DOCK10/ADGRB1/RAP2A/DCLK1/NRXN1/DOCK4/ELMO1",20
"GO:0006936","muscle contraction","34/889","355/17512",0.0957746478873239,1.88662051046436,3.90285958459139,0.000295212883293329,0.0199531557009491,0.0185428596917915,"CNN1/EDNRB/FGF12/GHSR/GLRA1/GNAO1/CTNNA3/KCNIP1/HTR2A/KCNQ1/ATP1B1/PDE4B/ATP8A2/SCN3B/PRKD1/MAP2K6/TRPV4/RYR2/SGCD/SLC8A1/TMOD1/CACNA1C/CACNA1D/CACNA2D1/CACNB2/CALCA/CSRP3/SPX/PABPN1/CAV3/LARGE1/MYOT/NOS1AP/DOCK4",34
