"sample_id","file_name","idat_prefix","array_version","num_dtna","frac_dtna","num_dt","frac_dt","num_dt_mk","frac_dt_mk","num_dt_cg","frac_dt_cg","num_dt_ch","frac_dt_ch","num_dt_rs","frac_dt_rs","mean_intensity","mean_intensity_MU","mean_ii","mean_inb_grn","mean_inb_red","mean_oob_grn","mean_oob_red","na_intensity_M","na_intensity_U","na_intensity_ig","na_intensity_ir","na_intensity_ii","num_probes","num_probes_II","num_probes_IR","num_probes_IG","num_probes_cg","num_probes_ch","num_probes_rs","InfI_switch_R2R","InfI_switch_G2G","InfI_switch_R2G","InfI_switch_G2R","medR","medG","topR","topG","RGratio","RGdistort","mean_beta","median_beta","frac_unmeth","frac_meth","num_na","frac_na","mean_beta_cg","median_beta_cg","frac_unmeth_cg","frac_meth_cg","num_na_cg","frac_na_cg","mean_beta_ch","median_beta_ch","frac_unmeth_ch","frac_meth_ch","num_na_ch","frac_na_ch","mean_beta_rs","median_beta_rs","frac_unmeth_rs","frac_meth_rs","num_na_rs","frac_na_rs","bis_conv_score","qc_flag","qc_reason"
"SPL-DU-00042","209927710016_R05C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/209927710016/209927710016_R05C01","EPICv2",2,2.13290106538408e-06,832620,0.887949936439413,832620,0.887949936439413,829476,0.888801738437207,2378,0.816060398078243,64,0.984615384615385,1848.08777599799,3696.17555199597,1799.60341638734,1623.75095764474,2447.18871807287,227.270941774604,564.538754514611,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82492,43854,118,1831,3949,2701,46573,20837.5,1.46205109218808,1.52871332646613,0.637977731915744,0.813197263359527,0.23717302010521,0.595998174437318,105070,0.112051957469953,0.639965329982113,0.814660554668312,0.234546870554422,0.598082403830852,103776,0.111198261562793,0.0648759236475981,0.0565488196796275,0.997056349873844,0,536,0.183939601921757,0.499022629468363,0.483624442834883,0.25,0.265625,1,0.0153846153846154,1.39672893440992,"PASS","pass"
"SPL-DU-00043 T","210252230036_R01C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R01C01","EPICv2",2,2.13290106538408e-06,284153,0.303035764561347,284153,0.303035764561347,283441,0.303713252154831,478,0.164035689773507,21,0.323076923076923,609.676377430446,1219.35275486089,587.282554951674,673.500919338951,793.789426219586,201.772291490134,573.21096640035,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,81222,36765,1388,8920,1149,712,32753,23445.5,1.61376404494382,0.865668373474851,0.79881378421215,0.94196520539297,0.118594559972972,0.770461687893494,653537,0.696964881783958,0.79959512693509,0.942076172611559,0.117886967658172,0.771620901704411,649811,0.696286747845169,0.503808743507116,0.531793136650915,0.389121338912134,0.317991631799163,2436,0.835964310226493,0.708014410090771,0.887491862969856,0.142857142857143,0.571428571428571,44,0.676923076923077,1.08109938617454,"FLAGGED","high NA"
"SPL-DU-00045","209927710016_R07C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/209927710016/209927710016_R07C01","EPICv2",2,2.13290106538408e-06,809611,0.863411923795548,809611,0.863411923795548,807051,0.864772858777693,1892,0.649279341111874,62,0.953846153846154,1501.81929916987,3003.63859833975,1447.64916177926,1591.89667286856,1982.75072630432,182.798795545333,640.767549523914,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82522,43763,88,1922,3375,2713,38867.5,24123,1.24401032067822,1.29518351166322,0.54380137232829,0.622420205565663,0.292624482621901,0.441244004836891,128079,0.136589917776664,0.545073113310917,0.624484611903171,0.290674319218984,0.442433006092552,126201,0.135227141222307,0.0809866558381275,0.0700508835952376,0.991014799154334,0.00369978858350951,1022,0.350720658888126,0.528449362544932,0.55358188757045,0.32258064516129,0.419354838709677,3,0.0461538461538462,1.11354659251507,"PASS","pass"
"SPL-DU-00048","210252230036_R02C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R02C01","EPICv2",2,2.13290106538408e-06,533344,0.568786206072809,533344,0.568786206072809,532140,0.570199688830027,792,0.271791352093342,40,0.615384615384615,811.902198812398,1623.8043976248,768.023958077226,1148.94062602605,1055.42163176371,175.92498486866,537.313428915399,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82149,43264,461,2421,1706,1865,32395,24375.5,0.914745308310992,1.45286165170316,0.558399895849372,0.713111058635977,0.305268269634607,0.510169796604068,404346,0.431215007091896,0.559229313847515,0.714175317010725,0.304091028676664,0.511059119780509,401112,0.429800311169973,0.104471507599892,0.063233679566447,0.940656565656566,0.0303030303030303,2122,0.728208647906658,0.57933807526058,0.623520073659602,0.2,0.475,25,0.384615384615385,1.05233229983615,"FLAGGED","high NA"
"SPL-DU-00050","210252230036_R03C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R03C01","EPICv2",2,2.13290106538408e-06,382802,0.40824026755168,382802,0.40824026755168,382091,0.40941889221775,392,0.13452299245024,23,0.353846153846154,475.246819304502,950.493638609004,474.43492036625,637.502298347379,393.471050720252,161.121807287253,385.173853562438,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,78245,38270,4365,7415,754,790,3641.5,22183,0.954430379746835,0.17199498361292,0.820865133907378,0.923579287140689,0.0882022559965726,0.82045287119712,554888,0.591760603184421,0.82123829264163,0.923650345392371,0.087952869866079,0.821081888869405,551161,0.59058110778225,0.718526299192213,0.88391475001058,0.0994897959183673,0.602040816326531,2522,0.86547700754976,0.76593139375856,0.896688578418238,0.0434782608695652,0.739130434782609,42,0.646153846153846,1.12497697498393,"FLAGGED","high NA"
"SPL-DU-00052","210252230036_R04C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R04C01","EPICv2",2,2.13290106538408e-06,106318,0.11338312956975,106318,0.11338312956975,105862,0.113433456344053,282,0.0967741935483871,9,0.138461538461538,172.738939817935,345.47787963587,169.525617345344,87.8437671007989,251.171050720252,87.8181939232538,251.442278647258,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82503,173,107,45512,492,172,1354,376.5,2.86046511627907,1.25723663611138,0.499236801115702,0.503021217260345,0.0139487198781015,0.0114467917003706,831372,0.886617112265248,0.499229233247268,0.503033640193027,0.0139521263531768,0.0114205286127222,827390,0.886566543655947,0.503639086064841,0.520531591223921,0.0141843971631206,0.0141843971631206,2632,0.903225806451613,0.538976597876605,0.514067483498913,0,0.111111111111111,56,0.861538461538462,1.00031097347604,"FLAGGED","high NA"
"SPL-DU-00053 T","210252230036_R05C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R05C01","EPICv2",2,2.13290106538408e-06,127357,0.135820230183174,127357,0.135820230183174,126882,0.135956847668154,313,0.107412491420728,5,0.0769230769230769,239.918991178302,479.837982356605,235.619674249716,141.266991353836,336.599219222854,127.346501634185,336.964233336982,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,81833,2073,777,43612,660,266,1842,1231.5,2.4812030075188,0.602827298564205,0.508315382326382,0.5218228503614,0.0123511075166658,0.0149658047849745,810333,0.86418005950794,0.508363396611947,0.521889521835224,0.0123579388723381,0.0150139499692628,806370,0.864043152331846,0.495396715251802,0.494102800646673,0.012779552715655,0.00319488817891374,2601,0.892587508579272,0.48719751816912,0.455613374655492,0,0,60,0.923076923076923,1.0004910440957,"FLAGGED","high NA"
"SPL-DU-00054","210252230036_R06C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R06C01","EPICv2",2,2.13290106538408e-06,679354,0.724498980471116,679354,0.724498980471116,677346,0.725791104653405,1433,0.491763898421414,53,0.815384615384615,1637.46729029272,3274.93458058544,1510.85355630701,2039.96298566269,2655.410083525,231.035147076625,617.597252927657,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82512,44519,98,1166,4518,3706,48574,23213,1.21910415542364,1.71645248393217,0.527893062396179,0.609191176779133,0.346948718930042,0.450670784303912,258336,0.275502564813531,0.52907545536313,0.611694985985797,0.345275531264671,0.451817830178373,255906,0.274208895346594,0.065104792006835,0.0572744198073797,0.996510816468946,0,1481,0.508236101578586,0.519658136093764,0.574067495220329,0.30188679245283,0.339622641509434,12,0.184615384615385,1.2233611231795,"FLAGGED","high NA"
"SPL-DU-00055 T","210252230036_R07C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R07C01","EPICv2",2,2.13290106538408e-06,792817,0.845501915349242,792817,0.845501915349242,789691,0.846171237779292,2366,0.81194234728895,64,0.984615384615385,2063.60060435881,4127.20120871761,2017.96735269517,2035.48659297362,2526.25189444377,239.377236412057,468.220083178286,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82467,45004,143,681,4111,3376,46991,24059,1.21771327014218,1.60395461780797,0.487379962320506,0.465966435853453,0.40375521715604,0.38032736432241,144873,0.154499888022694,0.488891877165857,0.469467959790697,0.401640641719356,0.381642946418283,143561,0.153828762220708,0.0582615846490456,0.0489454333838345,0.999154691462384,0,548,0.18805765271105,0.495083194585847,0.538271058617718,0.359375,0.359375,1,0.0153846153846154,1.55616883307741,"FLAGGED","elevated GCT"
"SPL-DU-00056","210252230036_R08C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252230036/210252230036_R08C01","EPICv2",2,2.13290106538408e-06,937688,1,937688,1,933252,1,2914,1,65,1,0,0,0,0,0,0,0,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,0,45685,82610,0,0,0,0,0,NA,NA,0.5,0.5,0,0,45687,0.0487229254871013,0.5,0.5,0,0,45462,0.0487135307505368,0.5,0.5,0,0,0,0,0.5,0.5,0,0,7,0.107692307692308,NA,"FLAGGED","missing metric"
"SPL-DU-00057","210252240105_R08C01","~/Desktop/Research Project/My Project/Dara_Validation/data/SinonasalMethyArray_Batch01_2026/210252240105/210252240105_R08C01","EPICv2",2,2.13290106538408e-06,789682,0.842158585798261,789682,0.842158585798261,786923,0.843205265030238,2088,0.716540837336994,62,0.953846153846154,1745.49209065275,3490.98418130551,1630.98680430891,1938.60147750903,2760.59407456724,226.871692289069,458.644390937945,2,2,0,0,4,937690,809395,82610,45685,933252,2914,65,82538,45108,72,577,4980,3676,36827.5,16108.5,1.35473340587595,1.6875758302166,0.565869008350593,0.722358483457873,0.332359101511748,0.511491967652802,148008,0.157843210442684,0.567418078864476,0.725315834045485,0.330277549391745,0.513122630803776,146329,0.156794734969762,0.0787521109150601,0.0664383124915446,0.991858237547893,0.000478927203065134,826,0.283459162663006,0.514103999913114,0.513799940386147,0.241935483870968,0.258064516129032,3,0.0461538461538462,1.48536916968957,"PASS","pass"
