"tSNE1","tSNE2","sample_id","predicted_class","confidence_score","confidence_tier","frac_na","qc_flag","dataset"
21.2381102185604,1.91244270614882,"ONB12","ONB",NA,NA,NA,NA,"Jurmeister"
26.371064761765,7.02323039697569,"ONB13","ONB",NA,NA,NA,NA,"Jurmeister"
22.5025327633285,2.83600441354105,"ONB14","ONB",NA,NA,NA,NA,"Jurmeister"
23.4130364389945,4.69288152933195,"ONB15","ONB",NA,NA,NA,NA,"Jurmeister"
24.2641979561153,7.92351170145531,"ONB16","ONB",NA,NA,NA,NA,"Jurmeister"
25.5267638316817,8.56003495880313,"ONB17","ONB",NA,NA,NA,NA,"Jurmeister"
23.15925349971,3.50933390572241,"ONB18","ONB",NA,NA,NA,NA,"Jurmeister"
21.4386385009208,7.5838076628462,"ONB19","ONB",NA,NA,NA,NA,"Jurmeister"
23.6326018586171,5.11125423689796,"ONB20","ONB",NA,NA,NA,NA,"Jurmeister"
25.9356047555073,4.50454305466464,"ONB21","ONB",NA,NA,NA,NA,"Jurmeister"
22.5059097076362,4.18681616175347,"ONB22","ONB",NA,NA,NA,NA,"Jurmeister"
26.5522225067293,5.3130871211061,"ONB23","ONB",NA,NA,NA,NA,"Jurmeister"
25.4327897905567,5.54978293052309,"ONB24","ONB",NA,NA,NA,NA,"Jurmeister"
21.6258974145922,2.0966849170979,"ONB25","ONB",NA,NA,NA,NA,"Jurmeister"
20.861516897169,2.1744683010412,"ONB26","ONB",NA,NA,NA,NA,"Jurmeister"
22.3825298910972,4.75814261467616,"ONB27","ONB",NA,NA,NA,NA,"Jurmeister"
21.112593581619,8.30861051219801,"ONB28","ONB",NA,NA,NA,NA,"Jurmeister"
25.8424236245179,4.47027028171985,"ONB29","ONB",NA,NA,NA,NA,"Jurmeister"
25.3804267052398,3.14085122687241,"ONB30","ONB",NA,NA,NA,NA,"Jurmeister"
23.3759683112273,7.49212954778733,"ONB31","ONB",NA,NA,NA,NA,"Jurmeister"
24.7123823358441,6.96719274215114,"ONB32","ONB",NA,NA,NA,NA,"Jurmeister"
23.3348079362395,3.95370177582877,"ONB33","ONB",NA,NA,NA,NA,"Jurmeister"
27.0366112477948,6.55544172960447,"ONB34","ONB",NA,NA,NA,NA,"Jurmeister"
24.3392749110552,2.54066796202782,"ONB35","ONB",NA,NA,NA,NA,"Jurmeister"
26.22012708626,8.4879873087043,"ONB36","ONB",NA,NA,NA,NA,"Jurmeister"
23.0204455505404,8.00826638774996,"ONB37","ONB",NA,NA,NA,NA,"Jurmeister"
23.4017318557851,8.19688345944835,"ONB38","ONB",NA,NA,NA,NA,"Jurmeister"
23.3171784554126,2.05363520513395,"ONB39","ONB",NA,NA,NA,NA,"Jurmeister"
10.4256174280895,21.5961461618708,"ONB42","ONB",NA,NA,NA,NA,"Jurmeister"
1.8194389997358,-5.65304841560098,"ONB43","ONB",NA,NA,NA,NA,"Jurmeister"
0.968703046110586,5.70781835163103,"ONB44","ONB",NA,NA,NA,NA,"Jurmeister"
10.7674091670484,15.5807435613575,"ONB45","ONB",NA,NA,NA,NA,"Jurmeister"
10.2356050112369,21.969032056816,"ONB46","ONB",NA,NA,NA,NA,"Jurmeister"
10.37449559007,20.1755155563405,"SNUC2","SNUC",NA,NA,NA,NA,"Jurmeister"
26.7545856102545,8.52433678924114,"ONB48","ONB",NA,NA,NA,NA,"Jurmeister"
-0.37077541409579,3.73352486218704,"ONB49","ONB",NA,NA,NA,NA,"Jurmeister"
8.2381133157666,18.7338425779026,"ONB51","ONB",NA,NA,NA,NA,"Jurmeister"
-7.44521342725869,5.71927744759426,"ONB52","ONB",NA,NA,NA,NA,"Jurmeister"
20.4779074157783,7.54754351391731,"ONB53","ONB",NA,NA,NA,NA,"Jurmeister"
23.4906079243701,6.58986280829487,"ONB54","ONB",NA,NA,NA,NA,"Jurmeister"
22.1698912919653,1.59813679365997,"ONB55","ONB",NA,NA,NA,NA,"Jurmeister"
1.59902763531052,-7.04681984325275,"ONB56","ONB",NA,NA,NA,NA,"Jurmeister"
27.3242450626347,7.72153831142853,"ONB57","ONB",NA,NA,NA,NA,"Jurmeister"
-6.40810654464851,1.52713648035672,"SCC1","SCC",NA,NA,NA,NA,"Jurmeister"
-7.7894856353259,0.658372720846335,"SCC2","SCC",NA,NA,NA,NA,"Jurmeister"
-6.70410929664598,-2.34972935870764,"SCC3","SCC",NA,NA,NA,NA,"Jurmeister"
-7.72034172752227,0.0900240556426184,"SCC4","SCC",NA,NA,NA,NA,"Jurmeister"
9.55926681100718,22.6156145638059,"SNUC3","SNUC",NA,NA,NA,NA,"Jurmeister"
-15.133087320551,-22.3111408589234,"ONB58","ONB",NA,NA,NA,NA,"Jurmeister"
-14.7449027982938,-21.5483239556511,"ONB59","ONB",NA,NA,NA,NA,"Jurmeister"
-11.1135715754889,-19.5207575089474,"ONB60","ONB",NA,NA,NA,NA,"Jurmeister"
-12.7702285634175,-23.9964446081364,"ONB61","ONB",NA,NA,NA,NA,"Jurmeister"
-14.7675410991229,-21.8624525343561,"ONB62","ONB",NA,NA,NA,NA,"Jurmeister"
-11.8311918092293,-24.6133518870371,"NEC2","NEC",NA,NA,NA,NA,"Jurmeister"
-14.8042024858778,-23.0559000995544,"ONB63","ONB",NA,NA,NA,NA,"Jurmeister"
-15.0600634797125,-22.9872390058219,"ONB64","ONB",NA,NA,NA,NA,"Jurmeister"
12.9633441793934,-11.581987451652,"EMB_RMS1","EMB RMS",NA,NA,NA,NA,"Jurmeister"
12.794752446524,-11.4185554889038,"EMB_RMS2","EMB RMS",NA,NA,NA,NA,"Jurmeister"
17.4390588123637,-12.3839578633942,"ALV_RMS2","ALV RMS",NA,NA,NA,NA,"Jurmeister"
17.1542084820277,-12.8821189420447,"ALV_RMS3","ALV RMS",NA,NA,NA,NA,"Jurmeister"
-6.5757572453135,7.55208593483076,"NUT1","NUT",NA,NA,NA,NA,"Jurmeister"
9.394216230326,17.3219366612072,"SNUC4","SNUC",NA,NA,NA,NA,"Jurmeister"
-3.49627232133986,-1.24790720470674,"ACC2","ACC",NA,NA,NA,NA,"Jurmeister"
24.2831506918538,4.61378947353828,"ONB65","ONB",NA,NA,NA,NA,"Jurmeister"
-15.0874839439571,-21.3206580943778,"SNUC5","SNUC",NA,NA,NA,NA,"Jurmeister"
9.14357016244248,20.8074015414777,"SNUC6","SNUC",NA,NA,NA,NA,"Jurmeister"
21.5599921552103,1.06316777401784,"ONB66","ONB",NA,NA,NA,NA,"Jurmeister"
-14.0578834535065,-7.88431822284949,"ACC7","ACC",NA,NA,NA,NA,"Jurmeister"
-14.0397040865774,-7.87263651437359,"ACC8","ACC",NA,NA,NA,NA,"Jurmeister"
-4.39766567413329,9.16182154323277,"ACC9","ACC",NA,NA,NA,NA,"Jurmeister"
10.8176756568813,3.39304844194105,"NEC4","NEC",NA,NA,NA,NA,"Jurmeister"
-6.45598690125209,2.78518414867898,"ACC10","ACC",NA,NA,NA,NA,"Jurmeister"
-4.44002758475497,-2.25030034955026,"ADC2","ADC",NA,NA,NA,NA,"Jurmeister"
-23.1740031126025,-3.0832733705214,"ADC3","ADC",NA,NA,NA,NA,"Jurmeister"
28.5896692192885,8.33430561186409,"ONB67","ONB",NA,NA,NA,NA,"Jurmeister"
-19.5686855121731,-0.67699495231342,"ADC4","ADC",NA,NA,NA,NA,"Jurmeister"
-21.4341749785259,2.91837335158441,"ADC5","ADC",NA,NA,NA,NA,"Jurmeister"
-8.70797972720564,-20.488379764566,"ADC6","ADC",NA,NA,NA,NA,"Jurmeister"
-24.0666336985532,-3.63611509504267,"ADC7","ADC",NA,NA,NA,NA,"Jurmeister"
-20.7296099451696,-0.606755898441958,"ADC8","ADC",NA,NA,NA,NA,"Jurmeister"
-11.0975208908909,0.785017357419864,"SCC5","SCC",NA,NA,NA,NA,"Jurmeister"
-19.0976236920341,0.901798234220904,"ADC9","ADC",NA,NA,NA,NA,"Jurmeister"
-21.2559174477193,-0.848771895464626,"ADC11","ADC",NA,NA,NA,NA,"Jurmeister"
-23.5269138938153,-0.764825140712413,"ADC12","ADC",NA,NA,NA,NA,"Jurmeister"
9.57090952333454,16.8292916645803,"ADC13","ADC",NA,NA,NA,NA,"Jurmeister"
16.3206731324519,-13.1943052104887,"ALV_RMS4","ALV RMS",NA,NA,NA,NA,"Jurmeister"
